model,context_length,reasoning_hop,needle_id,character,depth,combined_accuracy,answer_accuracy,evidence_accuracy
Claude Sonnet 4,150000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0405,Stuart,100,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,150000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,150000,twohop,0405Inv,Stuart,100,0.0,0.0,0.0
Claude Sonnet 4,200000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405Inv,Stuart,33,33.33,33.33,33.33
Claude Sonnet 4,200000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,200000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,200000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,200000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,200000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,200000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,200000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,200000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,250000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,250000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,250000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,250000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0405,Stuart,100,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,250000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,250000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405,Stuart,33,33.33,33.33,33.33
Claude Sonnet 4,300000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,300000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0402,Yuki,0,0.0,0.0,0.0
Claude Sonnet 4,300000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,300000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0402Inv,Yuki,0,0.0,0.0,0.0
Claude Sonnet 4,300000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0405,Stuart,33,33.33,33.33,33.33
Claude Sonnet 4,300000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0405,Stuart,100,0.0,0.0,0.0
Claude Sonnet 4,300000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,300000,twohop,0405Inv,Stuart,33,66.67,66.67,100.0
Claude Sonnet 4,300000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,300000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,350000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,350000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,350000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,350000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,350000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,350000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405,Stuart,33,66.67,66.67,66.67
Claude Sonnet 4,400000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,400000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,400000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,400000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,400000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402,Yuki,100,0.0,100.0,0.0
Claude Sonnet 4,450000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,450000,onehop,0405Inv,Stuart,100,0.0,100.0,0.0
Claude Sonnet 4,450000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,450000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,450000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,500000,onehop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,500000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0405Inv,Stuart,33,66.67,66.67,66.67
Claude Sonnet 4,500000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,500000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0405,Stuart,100,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,500000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,500000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405,Stuart,33,66.67,66.67,66.67
Claude Sonnet 4,600000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405Inv,Stuart,33,33.33,33.33,33.33
Claude Sonnet 4,600000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,600000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,600000,twohop,0405,Stuart,33,0.0,33.33,0.0
Claude Sonnet 4,600000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,600000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,600000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402,Yuki,33,0.0,100.0,0.0
Claude Sonnet 4,650000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,650000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,650000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4,650000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0402Inv,Yuki,67,0.0,0.0,100.0
Claude Sonnet 4,650000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,650000,twohop,0405Inv,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,650000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402,Yuki,100,0.0,100.0,0.0
Claude Sonnet 4,700000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402Inv,Yuki,33,0.0,100.0,0.0
Claude Sonnet 4,700000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0405,Stuart,33,33.33,33.33,33.33
Claude Sonnet 4,700000,onehop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,700000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,700000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,700000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,700000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4,700000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4,700000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
